order_id,customer_id,status,amount,created_at,updated_at,deleted
31208,320,CANCELLED,2337.97,2026-04-27 16:20:52.941523,2026-04-27 16:20:52.941523,False
31209,4111,CREATED,2652.42,2026-01-07 05:08:53.621786,2026-01-07 05:08:53.621786,False
31210,6595,DELIVERED,2999.38,2026-04-30 18:29:47.789011,2026-04-30 18:29:47.789011,False
31211,9534,PAID,2395.46,2026-02-13 02:17:55.449244,2026-02-13 02:17:55.449244,False
31212,5936,SHIPPED,3320.53,2026-04-22 00:52:52.075542,2026-04-22 00:52:52.075542,False
31213,4640,PAID,760.08,2026-02-12 18:04:03.080221,2026-02-12 18:04:03.080221,False
31214,6342,PAID,3451.22,2026-01-12 21:24:40.090413,2026-01-12 21:24:40.090413,False
31215,2664,CANCELLED,4617.77,2026-05-31 02:59:14.460395,2026-05-31 02:59:14.460395,False
31216,9835,CREATED,75.81,2026-01-04 17:38:45.406720,2026-01-04 17:38:45.406720,False
31217,1043,CANCELLED,4205.79,2026-02-06 14:40:29.210507,2026-02-06 14:40:29.210507,False
31218,3710,SHIPPED,556.21,2026-02-04 18:11:41.996383,2026-02-04 18:11:41.996383,False
31219,8545,SHIPPED,4210.57,2026-03-23 23:35:16.506408,2026-03-23 23:35:16.506408,False
31220,7020,SHIPPED,2837.61,2026-02-14 17:03:40.486442,2026-02-14 17:03:40.486442,False
31221,1764,DELIVERED,2873.8,2026-05-19 16:45:59.293900,2026-05-19 16:45:59.293900,False
31222,8824,DELIVERED,1580.69,2026-03-04 00:51:55.413796,2026-03-04 00:51:55.413796,False
31223,2795,SHIPPED,2341.59,2026-03-27 12:13:31.911884,2026-03-27 12:13:31.911884,False
31224,4193,DELIVERED,1399.22,2026-06-02 02:39:53.061808,2026-06-02 02:39:53.061808,False
31225,5662,PAID,3649.8,2026-04-09 09:50:58.537158,2026-04-09 09:50:58.537158,False
31226,6860,SHIPPED,384.34,2026-02-07 22:50:24.642120,2026-02-07 22:50:24.642120,False
31227,851,CREATED,4133.28,2026-04-22 06:17:30.494277,2026-04-22 06:17:30.494277,False
31228,3360,CREATED,480.96,2026-02-07 16:45:25.244252,2026-02-07 16:45:25.244252,False
31229,1494,PAID,465.14,2026-04-06 11:15:24.021489,2026-04-06 11:15:24.021489,False
31230,4310,CREATED,4466.15,2026-04-14 10:20:20.940058,2026-04-14 10:20:20.940058,False
31231,8496,CREATED,3086.41,2026-02-28 00:13:11.498887,2026-02-28 00:13:11.498887,False
31232,1916,CREATED,1762.95,2026-02-04 22:17:04.382163,2026-02-04 22:17:04.382163,False
31233,3091,CANCELLED,3980.79,2026-05-19 02:30:17.001495,2026-05-19 02:30:17.001495,False
31234,3115,SHIPPED,1726.18,2026-03-25 14:53:16.843299,2026-03-25 14:53:16.843299,False
31235,2037,PAID,1638.58,2026-05-31 19:35:16.543341,2026-05-31 19:35:16.543341,False
31236,2672,CANCELLED,2328.15,2026-01-16 02:34:37.065310,2026-01-16 02:34:37.065310,False
31237,5032,DELIVERED,3610.1,2026-06-08 03:49:55.613148,2026-06-08 03:49:55.613148,False
31238,4637,PAID,505.32,2026-01-27 09:16:35.035913,2026-01-27 09:16:35.035913,False
31239,8935,CANCELLED,655.43,2026-04-21 23:34:39.046893,2026-04-21 23:34:39.046893,False
31240,8986,CANCELLED,4205.46,2026-04-26 09:24:13.709193,2026-04-26 09:24:13.709193,False
31241,29,DELIVERED,4345.91,2026-03-06 15:37:52.889931,2026-03-06 15:37:52.889931,False
31242,166,CANCELLED,3308.93,2026-03-04 09:23:10.649142,2026-03-04 09:23:10.649142,False
31243,9625,DELIVERED,3189.44,2026-03-08 01:56:01.030503,2026-03-08 01:56:01.030503,False
31244,926,CREATED,50.96,2026-01-13 12:10:13.891290,2026-01-13 12:10:13.891290,False
31245,9677,PAID,3031.23,2026-03-23 00:12:10.216952,2026-03-23 00:12:10.216952,False
31246,9624,SHIPPED,4463.88,2026-04-06 09:31:41.684186,2026-04-06 09:31:41.684186,False
31247,6252,CREATED,1986.45,2026-01-25 18:16:28.625298,2026-01-25 18:16:28.625298,False
31248,365,CANCELLED,4176.14,2026-02-09 01:27:23.161649,2026-02-09 01:27:23.161649,False
31249,4465,CANCELLED,4213.53,2026-05-15 13:23:01.104540,2026-05-15 13:23:01.104540,False
31250,5979,CANCELLED,2056.66,2026-04-23 21:22:01.525711,2026-04-23 21:22:01.525711,False
31251,5773,PAID,2463.75,2026-02-25 02:52:07.643879,2026-02-25 02:52:07.643879,False
31252,1090,SHIPPED,1372.38,2026-03-21 14:04:03.596048,2026-03-21 14:04:03.596048,False
31253,4795,PAID,2466.12,2026-02-25 03:37:28.914519,2026-02-25 03:37:28.914519,False
31254,7314,DELIVERED,1541.89,2026-04-22 07:32:16.510624,2026-04-22 07:32:16.510624,False
31255,3037,SHIPPED,4995.98,2026-05-20 20:30:45.329557,2026-05-20 20:30:45.329557,False
31256,470,PAID,2154.71,2026-01-22 10:04:36.070513,2026-01-22 10:04:36.070513,False
31257,5102,CANCELLED,3961.11,2026-04-17 06:33:54.261196,2026-04-17 06:33:54.261196,False
31258,8341,DELIVERED,4578.91,2026-02-15 05:53:33.253657,2026-02-15 05:53:33.253657,False
31259,7180,CREATED,4445.61,2026-05-08 14:04:19.556800,2026-05-08 14:04:19.556800,False
31260,1207,CREATED,4061.46,2026-04-02 00:04:33.419543,2026-04-02 00:04:33.419543,False
31261,3351,CREATED,3053.39,2026-03-05 13:04:18.330418,2026-03-05 13:04:18.330418,False
31262,981,CANCELLED,3443.35,2026-02-24 21:50:27.728654,2026-02-24 21:50:27.728654,False
31263,8383,PAID,3470.34,2026-06-14 11:12:20.526368,2026-06-14 11:12:20.526368,False
31264,9745,PAID,4026.51,2026-01-27 02:08:13.073619,2026-01-27 02:08:13.073619,False
31265,2145,SHIPPED,4434.5,2026-04-25 05:58:05.362298,2026-04-25 05:58:05.362298,False
31266,5905,DELIVERED,313.54,2026-04-30 18:20:40.694088,2026-04-30 18:20:40.694088,False
31267,7382,CANCELLED,1869.2,2026-05-20 09:14:31.928473,2026-05-20 09:14:31.928473,False
31268,1784,CREATED,4901.38,2026-05-08 13:21:52.746634,2026-05-08 13:21:52.746634,False
31269,5624,CREATED,3479.3,2026-03-12 05:45:25.606059,2026-03-12 05:45:25.606059,False
31270,9720,CANCELLED,931.51,2026-03-06 00:23:26.880784,2026-03-06 00:23:26.880784,False
31271,2311,CANCELLED,157.15,2026-03-13 09:46:45.335246,2026-03-13 09:46:45.335246,False
31272,2364,PAID,149.44,2026-02-08 20:54:19.946956,2026-02-08 20:54:19.946956,False
31273,6670,PAID,3486.66,2026-04-01 15:24:37.477268,2026-04-01 15:24:37.477268,False
31274,2635,DELIVERED,145.88,2026-03-17 23:05:29.954611,2026-03-17 23:05:29.954611,False
31275,4609,DELIVERED,640.22,2026-01-08 11:48:47.549737,2026-01-08 11:48:47.549737,False
31276,8067,DELIVERED,2522.6,2026-01-23 07:26:22.847849,2026-01-23 07:26:22.847849,False
31277,8416,CREATED,1116.52,2026-05-22 13:03:32.650648,2026-05-22 13:03:32.650648,False
31278,2095,CANCELLED,4597.4,2026-03-10 09:08:37.750319,2026-03-10 09:08:37.750319,False
31279,438,SHIPPED,3209.62,2026-01-26 03:57:27.569889,2026-01-26 03:57:27.569889,False
31280,5909,CANCELLED,986.96,2026-04-10 10:20:12.723030,2026-04-10 10:20:12.723030,False
31281,6404,SHIPPED,4863.85,2026-05-05 12:04:40.611923,2026-05-05 12:04:40.611923,False
31282,9453,PAID,497.29,2026-02-17 07:46:46.417155,2026-02-17 07:46:46.417155,False
31283,7285,CANCELLED,2877.72,2026-06-08 03:50:31.553369,2026-06-08 03:50:31.553369,False
31284,7592,SHIPPED,2180.58,2026-02-14 21:20:34.721716,2026-02-14 21:20:34.721716,False
31285,16,CANCELLED,1639.89,2026-03-04 10:18:11.056157,2026-03-04 10:18:11.056157,False
31286,3549,DELIVERED,4886.65,2026-04-29 18:07:46.450837,2026-04-29 18:07:46.450837,False
31287,3652,CANCELLED,1873.86,2026-05-25 01:41:26.563913,2026-05-25 01:41:26.563913,False
31288,4614,DELIVERED,346.09,2026-05-24 12:21:33.544297,2026-05-24 12:21:33.544297,False
31289,4691,PAID,2047.39,2026-04-28 12:43:20.984987,2026-04-28 12:43:20.984987,False
31290,4646,PAID,2043.77,2026-04-24 09:24:19.012585,2026-04-24 09:24:19.012585,False
31291,663,SHIPPED,3000.24,2026-02-20 08:41:06.275889,2026-02-20 08:41:06.275889,False
31292,5066,PAID,1526.74,2026-03-13 23:30:38.576669,2026-03-13 23:30:38.576669,False
31293,4807,CREATED,4267.26,2026-03-14 23:00:48.806143,2026-03-14 23:00:48.806143,False
31294,8009,CANCELLED,626.05,2026-03-30 06:58:38.467693,2026-03-30 06:58:38.467693,False
31295,7472,PAID,3166.18,2026-01-28 15:42:28.874582,2026-01-28 15:42:28.874582,False
31296,4465,PAID,3240.44,2026-05-23 22:20:20.744975,2026-05-23 22:20:20.744975,False
31297,485,CANCELLED,642.09,2026-02-25 23:18:08.673246,2026-02-25 23:18:08.673246,False
31298,4318,CANCELLED,3170.13,2026-01-02 15:22:29.922521,2026-01-02 15:22:29.922521,False
31299,8501,CANCELLED,1864.46,2026-01-23 11:58:52.352399,2026-01-23 11:58:52.352399,False
31300,7053,SHIPPED,3964.61,2026-06-15 00:48:00.149810,2026-06-15 00:48:00.149810,False
31301,9892,CREATED,4872.86,2026-01-28 04:47:17.894269,2026-01-28 04:47:17.894269,False
31302,8283,SHIPPED,3484.92,2026-01-27 01:41:00.048704,2026-01-27 01:41:00.048704,False
31303,4532,SHIPPED,2257.41,2026-01-08 09:53:59.252149,2026-01-08 09:53:59.252149,False
31304,5229,SHIPPED,1500.54,2026-01-24 19:27:37.859889,2026-01-24 19:27:37.859889,False
31305,2834,CANCELLED,1991.61,2026-02-06 17:36:42.134157,2026-02-06 17:36:42.134157,False
31306,8051,DELIVERED,1951.42,2026-05-24 14:25:39.269107,2026-05-24 14:25:39.269107,False
31307,2273,CANCELLED,1504.02,2026-03-04 18:19:33.871608,2026-03-04 18:19:33.871608,False
31308,1418,PAID,4745.73,2026-04-25 06:13:48.683748,2026-04-25 06:13:48.683748,False
31309,1940,DELIVERED,4467.35,2026-05-21 10:21:37.899453,2026-05-21 10:21:37.899453,False
31310,1355,CREATED,4012.5,2026-06-04 19:18:55.372875,2026-06-04 19:18:55.372875,False
31311,5989,PAID,4792.32,2026-05-26 16:28:27.961124,2026-05-26 16:28:27.961124,False
31312,4835,CANCELLED,1898.63,2026-05-10 13:41:44.248335,2026-05-10 13:41:44.248335,False
31313,8236,DELIVERED,2618.26,2026-06-16 11:20:43.232346,2026-06-16 11:20:43.232346,False
31314,2852,DELIVERED,4086.06,2026-02-26 08:43:55.213074,2026-02-26 08:43:55.213074,False
31315,9374,PAID,2134.49,2026-04-26 04:51:34.853140,2026-04-26 04:51:34.853140,False
31316,2702,CANCELLED,4175.07,2026-06-06 09:04:55.684455,2026-06-06 09:04:55.684455,False
31317,4512,DELIVERED,4394.38,2026-01-13 21:16:07.005831,2026-01-13 21:16:07.005831,False
31318,8590,SHIPPED,3227.52,2026-06-03 11:35:24.208919,2026-06-03 11:35:24.208919,False
31319,4146,PAID,3002.49,2026-01-23 13:57:44.401878,2026-01-23 13:57:44.401878,False
31320,726,CANCELLED,2035.22,2026-02-24 20:11:30.513871,2026-02-24 20:11:30.513871,False
31321,7940,CANCELLED,4112.71,2026-05-11 09:33:09.952685,2026-05-11 09:33:09.952685,False
31322,8236,CANCELLED,2504.97,2026-04-17 13:46:52.815173,2026-04-17 13:46:52.815173,False
31323,5242,DELIVERED,469.39,2026-05-26 03:41:57.344155,2026-05-26 03:41:57.344155,False
31324,9033,CANCELLED,4243.63,2026-05-31 01:29:41.540500,2026-05-31 01:29:41.540500,False
31325,5718,DELIVERED,265.24,2026-05-18 19:41:24.707057,2026-05-18 19:41:24.707057,False
31326,3100,PAID,73.97,2026-05-23 18:46:32.226458,2026-05-23 18:46:32.226458,False
31327,175,DELIVERED,1151.94,2026-01-03 14:37:29.883017,2026-01-03 14:37:29.883017,False
31328,3221,DELIVERED,3244.98,2026-04-09 06:54:49.207919,2026-04-09 06:54:49.207919,False
31329,6057,DELIVERED,1369.78,2026-02-24 16:30:30.014353,2026-02-24 16:30:30.014353,False
31330,2455,SHIPPED,1372.62,2026-03-17 09:42:06.965801,2026-03-17 09:42:06.965801,False
31331,8178,DELIVERED,199.48,2026-04-25 20:25:58.837455,2026-04-25 20:25:58.837455,False
31332,9215,DELIVERED,3837.14,2026-03-20 13:45:27.425052,2026-03-20 13:45:27.425052,False
31333,5741,CANCELLED,4114.8,2026-06-01 05:16:27.138615,2026-06-01 05:16:27.138615,False
31334,8628,PAID,89.08,2026-04-18 18:28:41.995877,2026-04-18 18:28:41.995877,False
31335,8123,PAID,843.64,2026-05-28 00:47:53.704415,2026-05-28 00:47:53.704415,False
31336,412,SHIPPED,3387.59,2026-02-22 15:59:52.832604,2026-02-22 15:59:52.832604,False
31337,2703,DELIVERED,3293.24,2026-01-16 14:53:20.331006,2026-01-16 14:53:20.331006,False
31338,7195,DELIVERED,4453.07,2026-04-15 09:36:53.898417,2026-04-15 09:36:53.898417,False
31339,3857,CANCELLED,4013.39,2026-05-05 17:23:53.533707,2026-05-05 17:23:53.533707,False
31340,6802,CREATED,1512.56,2026-03-06 15:28:59.132494,2026-03-06 15:28:59.132494,False
31341,5948,DELIVERED,1645.22,2026-03-16 10:29:27.686686,2026-03-16 10:29:27.686686,False
31342,3791,CANCELLED,3832.85,2026-01-14 17:34:28.072591,2026-01-14 17:34:28.072591,False
31343,7099,CREATED,4642.34,2026-04-05 05:57:29.290294,2026-04-05 05:57:29.290294,False
31344,1316,CANCELLED,679.74,2026-04-26 17:58:07.513427,2026-04-26 17:58:07.513427,False
31345,6372,SHIPPED,1747.64,2026-02-05 11:36:01.886572,2026-02-05 11:36:01.886572,False
31346,9669,SHIPPED,766.38,2026-02-22 06:17:28.391945,2026-02-22 06:17:28.391945,False
31347,3228,SHIPPED,803.51,2026-04-25 22:59:36.932508,2026-04-25 22:59:36.932508,False
31348,4591,CANCELLED,4002.41,2026-01-07 23:54:18.524757,2026-01-07 23:54:18.524757,False
31349,9764,DELIVERED,2229.12,2026-03-15 22:32:41.332098,2026-03-15 22:32:41.332098,False
31350,6250,SHIPPED,388.74,2026-05-12 04:11:31.437584,2026-05-12 04:11:31.437584,False
31351,1888,DELIVERED,2801.82,2026-01-04 15:37:32.437389,2026-01-04 15:37:32.437389,False
31352,121,CANCELLED,4808.87,2026-03-05 16:15:04.872386,2026-03-05 16:15:04.872386,False
31353,2069,CANCELLED,1328.29,2026-01-05 04:09:38.492835,2026-01-05 04:09:38.492835,False
31354,3620,CANCELLED,89.31,2026-02-10 05:06:44.788119,2026-02-10 05:06:44.788119,False
31355,6814,PAID,4625.79,2026-01-04 02:15:12.246889,2026-01-04 02:15:12.246889,False
31356,2359,CREATED,1729.42,2026-06-10 15:40:07.476821,2026-06-10 15:40:07.476821,False
31357,5065,SHIPPED,164.18,2026-03-18 02:25:18.667650,2026-03-18 02:25:18.667650,False
31358,2086,PAID,1153.58,2026-04-30 14:08:28.387609,2026-04-30 14:08:28.387609,False
31359,5521,CREATED,1355.69,2026-02-23 17:53:16.735997,2026-02-23 17:53:16.735997,False
31360,7861,CREATED,1672.43,2026-06-04 12:26:47.218854,2026-06-04 12:26:47.218854,False
31361,3498,CANCELLED,2170.43,2026-05-19 20:23:51.972359,2026-05-19 20:23:51.972359,False
31362,5260,SHIPPED,2018.45,2026-06-05 14:08:11.705121,2026-06-05 14:08:11.705121,False
31363,7486,CREATED,2606.28,2026-06-18 01:32:03.043035,2026-06-18 01:32:03.043035,False
31364,2192,CANCELLED,2081.69,2026-06-07 23:24:37.747107,2026-06-07 23:24:37.747107,False
31365,3690,PAID,2323.36,2026-02-17 08:21:44.882035,2026-02-17 08:21:44.882035,False
31366,9023,CREATED,1272.3,2026-01-05 11:33:06.787162,2026-01-05 11:33:06.787162,False
31367,5352,CREATED,3432.43,2026-02-23 21:11:07.259817,2026-02-23 21:11:07.259817,False
31368,8396,CANCELLED,1335.48,2026-01-22 07:13:15.816915,2026-01-22 07:13:15.816915,False
31369,2004,CANCELLED,439.94,2026-03-13 22:09:39.386676,2026-03-13 22:09:39.386676,False
31370,3137,CANCELLED,4674.61,2026-02-03 09:01:00.096128,2026-02-03 09:01:00.096128,False
31371,2579,CANCELLED,3932.77,2026-01-01 07:05:59.895888,2026-01-01 07:05:59.895888,False
31372,3057,CANCELLED,2578.65,2026-03-01 05:18:08.883685,2026-03-01 05:18:08.883685,False
31373,6166,CANCELLED,750.71,2026-03-23 11:55:06.002548,2026-03-23 11:55:06.002548,False
31374,6110,CREATED,1502.44,2026-01-15 00:05:21.731374,2026-01-15 00:05:21.731374,False
31375,9648,CREATED,3583.86,2026-01-28 13:36:34.280264,2026-01-28 13:36:34.280264,False
31376,648,CANCELLED,2181.78,2026-06-03 04:03:14.141830,2026-06-03 04:03:14.141830,False
31377,4487,CANCELLED,4227.52,2026-03-23 08:53:00.751951,2026-03-23 08:53:00.751951,False
31378,382,CANCELLED,3545.33,2026-02-20 02:29:58.253989,2026-02-20 02:29:58.253989,False
31379,3616,DELIVERED,2844.03,2026-03-16 05:54:43.508218,2026-03-16 05:54:43.508218,False
31380,2889,SHIPPED,3106.18,2026-02-06 01:37:53.200539,2026-02-06 01:37:53.200539,False
31381,1788,CANCELLED,3419.03,2026-02-03 14:07:48.370593,2026-02-03 14:07:48.370593,False
31382,4631,CREATED,843.25,2026-01-10 20:53:11.750346,2026-01-10 20:53:11.750346,False
31383,5458,CREATED,2368.21,2026-04-27 18:00:06.144702,2026-04-27 18:00:06.144702,False
31384,2543,SHIPPED,3758.0,2026-02-27 09:21:02.304112,2026-02-27 09:21:02.304112,False
31385,7085,CREATED,911.68,2026-03-31 06:57:11.443869,2026-03-31 06:57:11.443869,False
31386,9259,CANCELLED,4533.07,2026-04-11 09:15:22.843853,2026-04-11 09:15:22.843853,False
31387,2021,CREATED,3958.34,2026-01-01 16:36:39.282525,2026-01-01 16:36:39.282525,False
31388,8922,CREATED,3823.72,2026-02-27 21:29:17.361415,2026-02-27 21:29:17.361415,False
31389,8530,SHIPPED,1935.95,2026-04-23 19:52:52.672462,2026-04-23 19:52:52.672462,False
31390,1428,DELIVERED,1968.09,2026-05-27 17:43:43.836735,2026-05-27 17:43:43.836735,False
31391,5028,CREATED,2008.05,2026-04-21 03:23:01.174152,2026-04-21 03:23:01.174152,False
31392,2675,CREATED,530.01,2026-05-02 20:05:45.678402,2026-05-02 20:05:45.678402,False
31393,7703,PAID,1581.35,2026-02-12 19:35:18.379853,2026-02-12 19:35:18.379853,False
31394,5891,PAID,2203.92,2026-01-25 10:20:50.250827,2026-01-25 10:20:50.250827,False
31395,8350,SHIPPED,1812.78,2026-06-10 00:57:49.341067,2026-06-10 00:57:49.341067,False
31396,3284,DELIVERED,1425.4,2026-06-17 05:31:14.026527,2026-06-17 05:31:14.026527,False
31397,2747,CREATED,3182.49,2026-03-07 06:40:48.193239,2026-03-07 06:40:48.193239,False
31398,5055,DELIVERED,2771.38,2026-02-19 02:50:28.037762,2026-02-19 02:50:28.037762,False
31399,1467,SHIPPED,995.81,2026-01-02 06:09:17.415804,2026-01-02 06:09:17.415804,False
31400,8016,PAID,3363.57,2026-06-04 07:48:40.703453,2026-06-04 07:48:40.703453,False
31401,9998,SHIPPED,3571.91,2026-01-12 05:27:37.784632,2026-01-12 05:27:37.784632,False
31402,7659,CANCELLED,4782.12,2026-01-02 22:52:48.193207,2026-01-02 22:52:48.193207,False
31403,5807,SHIPPED,2381.73,2026-04-18 08:23:05.455429,2026-04-18 08:23:05.455429,False
31404,8174,DELIVERED,1365.28,2026-05-13 11:22:39.899874,2026-05-13 11:22:39.899874,False
31405,1995,PAID,1268.6,2026-06-14 16:34:24.733870,2026-06-14 16:34:24.733870,False
31406,2944,CANCELLED,2701.45,2026-01-20 20:46:19.623047,2026-01-20 20:46:19.623047,False
31407,9897,CANCELLED,4900.61,2026-06-05 21:15:33.696141,2026-06-05 21:15:33.696141,False
31408,4238,CREATED,196.87,2026-01-27 01:32:27.133725,2026-01-27 01:32:27.133725,False
31409,544,DELIVERED,1424.97,2026-01-30 23:46:30.209663,2026-01-30 23:46:30.209663,False
31410,1278,SHIPPED,2645.76,2026-06-05 02:12:24.336112,2026-06-05 02:12:24.336112,False
31411,3602,CREATED,2985.42,2026-05-10 13:05:53.821491,2026-05-10 13:05:53.821491,False
31412,9836,PAID,4789.21,2026-06-03 19:05:00.906752,2026-06-03 19:05:00.906752,False
31413,6712,SHIPPED,982.84,2026-01-16 16:25:39.708843,2026-01-16 16:25:39.708843,False
31414,1847,SHIPPED,4515.7,2026-06-13 18:38:18.446471,2026-06-13 18:38:18.446471,False
31415,4105,PAID,726.36,2026-01-20 09:41:06.028204,2026-01-20 09:41:06.028204,False
31416,4163,DELIVERED,3718.37,2026-01-03 19:45:08.579684,2026-01-03 19:45:08.579684,False
31417,3939,DELIVERED,3507.74,2026-02-27 09:44:01.817775,2026-02-27 09:44:01.817775,False
31418,4588,DELIVERED,948.75,2026-02-06 07:11:42.717862,2026-02-06 07:11:42.717862,False
31419,9510,PAID,3534.1,2026-01-05 15:10:14.323203,2026-01-05 15:10:14.323203,False
31420,7331,SHIPPED,2708.75,2026-02-26 12:10:29.807492,2026-02-26 12:10:29.807492,False
31421,8564,SHIPPED,3894.88,2026-02-25 04:15:26.613018,2026-02-25 04:15:26.613018,False
31422,7266,PAID,2511.3,2026-05-02 12:03:19.558544,2026-05-02 12:03:19.558544,False
31423,4937,SHIPPED,1864.31,2026-03-13 18:55:17.632495,2026-03-13 18:55:17.632495,False
31424,6360,CREATED,140.01,2026-02-19 21:58:50.998564,2026-02-19 21:58:50.998564,False
31425,9135,CREATED,4040.88,2026-04-22 15:01:27.892345,2026-04-22 15:01:27.892345,False
31426,5909,PAID,2420.26,2026-04-05 17:58:34.651175,2026-04-05 17:58:34.651175,False
31427,5353,SHIPPED,735.85,2026-06-10 21:00:09.223597,2026-06-10 21:00:09.223597,False
31428,9065,PAID,3988.12,2026-01-01 00:24:06.332809,2026-01-01 00:24:06.332809,False
31429,681,PAID,2487.96,2026-05-07 15:10:59.002635,2026-05-07 15:10:59.002635,False
31430,8997,DELIVERED,3368.13,2026-05-28 05:21:47.186341,2026-05-28 05:21:47.186341,False
31431,5621,PAID,3452.32,2026-03-07 16:04:48.811266,2026-03-07 16:04:48.811266,False
31432,6113,CREATED,670.41,2026-06-09 19:28:06.335457,2026-06-09 19:28:06.335457,False
31433,1068,SHIPPED,2038.02,2026-01-01 10:04:23.553834,2026-01-01 10:04:23.553834,False
31434,9870,DELIVERED,86.25,2026-05-25 01:13:57.846507,2026-05-25 01:13:57.846507,False
31435,3392,PAID,1699.23,2026-05-29 08:28:18.297668,2026-05-29 08:28:18.297668,False
31436,2784,PAID,3263.75,2026-06-13 04:16:06.302708,2026-06-13 04:16:06.302708,False
31437,2720,PAID,1755.56,2026-02-27 19:08:23.875261,2026-02-27 19:08:23.875261,False
31438,4899,CREATED,172.83,2026-01-14 19:43:24.781183,2026-01-14 19:43:24.781183,False
31439,1278,SHIPPED,2375.55,2026-05-10 12:22:07.540968,2026-05-10 12:22:07.540968,False
31440,7784,PAID,1906.16,2026-01-24 08:14:33.797477,2026-01-24 08:14:33.797477,False
31441,9200,DELIVERED,196.79,2026-05-06 23:28:27.872977,2026-05-06 23:28:27.872977,False
31442,9062,CREATED,3467.89,2026-01-11 12:26:53.212632,2026-01-11 12:26:53.212632,False
31443,9442,DELIVERED,4473.99,2026-04-12 02:19:54.012406,2026-04-12 02:19:54.012406,False
31444,7166,CANCELLED,1674.58,2026-02-10 05:32:14.074571,2026-02-10 05:32:14.074571,False
31445,9173,CREATED,625.19,2026-04-15 18:00:21.252134,2026-04-15 18:00:21.252134,False
31446,5873,CREATED,4991.59,2026-01-16 08:28:28.399049,2026-01-16 08:28:28.399049,False
31447,4091,SHIPPED,917.68,2026-04-18 10:21:09.765236,2026-04-18 10:21:09.765236,False
31448,3642,PAID,2727.43,2026-03-28 16:07:16.455893,2026-03-28 16:07:16.455893,False
31449,744,CANCELLED,3449.46,2026-02-09 20:12:36.999780,2026-02-09 20:12:36.999780,False
31450,1996,DELIVERED,3855.52,2026-02-10 06:45:58.213008,2026-02-10 06:45:58.213008,False
31451,116,DELIVERED,51.95,2026-06-04 09:14:00.679011,2026-06-04 09:14:00.679011,False
31452,5484,DELIVERED,4153.44,2026-03-29 06:33:44.875426,2026-03-29 06:33:44.875426,False
31453,1981,CREATED,1115.07,2026-05-11 02:51:19.528128,2026-05-11 02:51:19.528128,False
31454,5524,PAID,3428.31,2026-04-25 00:10:17.456458,2026-04-25 00:10:17.456458,False
31455,6103,CANCELLED,2511.42,2026-04-25 17:36:36.774791,2026-04-25 17:36:36.774791,False
31456,7206,DELIVERED,2538.34,2026-03-04 09:49:25.839844,2026-03-04 09:49:25.839844,False
31457,3754,CANCELLED,949.25,2026-03-05 13:28:18.017527,2026-03-05 13:28:18.017527,False
31458,1087,DELIVERED,4096.77,2026-05-18 15:36:50.659050,2026-05-18 15:36:50.659050,False
31459,3278,SHIPPED,133.86,2026-04-12 03:53:06.363619,2026-04-12 03:53:06.363619,False
31460,8225,CREATED,1561.1,2026-04-26 12:28:27.912588,2026-04-26 12:28:27.912588,False
31461,8741,DELIVERED,268.35,2026-06-13 21:28:56.872010,2026-06-13 21:28:56.872010,False
31462,4038,CANCELLED,3655.15,2026-02-08 12:48:11.177994,2026-02-08 12:48:11.177994,False
31463,4166,PAID,4389.56,2026-01-19 04:27:38.564989,2026-01-19 04:27:38.564989,False
31464,9114,PAID,932.41,2026-06-13 04:10:43.993215,2026-06-13 04:10:43.993215,False
31465,1908,CANCELLED,3367.43,2026-02-11 13:05:21.632227,2026-02-11 13:05:21.632227,False
31466,4265,CANCELLED,961.0,2026-02-25 01:42:01.115256,2026-02-25 01:42:01.115256,False
31467,1859,CREATED,3756.3,2026-03-12 01:50:41.865910,2026-03-12 01:50:41.865910,False
31468,2082,SHIPPED,1230.09,2026-04-29 20:17:34.534011,2026-04-29 20:17:34.534011,False
31469,3175,CREATED,2758.73,2026-02-11 15:07:52.225939,2026-02-11 15:07:52.225939,False
31470,6758,SHIPPED,3288.16,2026-05-17 01:36:33.220803,2026-05-17 01:36:33.220803,False
31471,5096,PAID,1546.96,2026-05-09 09:43:39.017643,2026-05-09 09:43:39.017643,False
31472,7285,DELIVERED,877.95,2026-01-21 23:44:30.264270,2026-01-21 23:44:30.264270,False
31473,6485,SHIPPED,2177.11,2026-02-11 04:27:57.803590,2026-02-11 04:27:57.803590,False
31474,9415,DELIVERED,473.54,2026-04-15 16:06:29.026450,2026-04-15 16:06:29.026450,False
31475,6318,CREATED,1076.38,2026-04-26 02:50:48.793876,2026-04-26 02:50:48.793876,False
31476,126,CREATED,1729.61,2026-01-04 13:10:28.458599,2026-01-04 13:10:28.458599,False
31477,2794,CREATED,1170.33,2026-02-28 16:00:25.862907,2026-02-28 16:00:25.862907,False
31478,1328,SHIPPED,3400.33,2026-06-15 09:24:17.839742,2026-06-15 09:24:17.839742,False
31479,861,PAID,4590.11,2026-04-03 21:21:07.541501,2026-04-03 21:21:07.541501,False
31480,573,PAID,4823.78,2026-05-09 16:44:03.669513,2026-05-09 16:44:03.669513,False
31481,1819,SHIPPED,2546.39,2026-06-13 16:46:20.305762,2026-06-13 16:46:20.305762,False
31482,5639,DELIVERED,1147.15,2026-05-31 18:03:16.114192,2026-05-31 18:03:16.114192,False
